NPC,ID Dec,ID Hex,,,,,,,,Model Size?,,,Base Level,Base HP,Base STR,Base INT,Base VIT,XP,Base Atk,Base MAtk,Diz,Base Def,Base MDef,STR Level,INT Level,VIT Level,Atk Level,MAtk Level,Def Level,MDef Level,,Diz Res%,Knock Atk%?,Stun Attack?,Knock Res%,,Crit Atk%,Crit Res%,,Flying?,,Fire Res%,Water Res%,Earth Res%,Wind Res%,Light Res%,Dark Res%,Phys Res%,Love Res%,Psn Res%,Seal Res%,Par Res%,Slp Res%,Ftg Res%,Sick Res%,Fnt Res%,Drain Res%,,Friendliness,,Drop 1,Drop 2,Drop 3,Drop 4,Scarcity 1,Scarcity 2,Scarcity 3,Scarcity 4,,,,,,,,,,,EVs (VIT INT STR HP),Produce,,Produce Chance,Upgradable
Green,170,00AA,100.00%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 22 00 00,10,66,3000,240,280,200,299,100,120,20,120,240,200,233,166,100,100,100,100,140,50.00%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,-10.01%,125.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Green Core,Wind Crystal,,,100,100,,,00 00 00 6B,169,250,00 00 7F F8,00 00 01 00,06 71 06 80,00 00 00 00,00 00 02 7C,02 02 01 01,01 49 02 53,00 05 00 00,,0,,No
Blue,171,00AB,100.00%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 23 00 00,10,67,3000,220,300,200,299,100,120,20,30,240,212,270,195,100,120,90,100,140,50.00%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,-10.01%,125.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Blue Core,Water Crystal,,,100,100,,,00 00 00 6C,169,250,00 00 7F F8,00 00 01 00,06 71 06 81,00 00 00 00,00 00 02 7C,02 02 01 01,01 67 02 92,00 05 00 00,,0,,No
Yellow,172,00AC,100.00%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 24 00 00,10,70,3000,230,270,280,560,100,120,10,180,200,176,207,225,90,90,110,100,150,50.00%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,125.00%,-10.01%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Yellow Core,Earth Crystal,,,100,100,,,00 00 00 6D,169,250,00 00 7F F8,00 00 01 00,06 71 06 82,00 00 00 00,00 00 02 7C,02 02 01 01,01 18 00 E6,00 05 00 00,,0,,No
Minotaur,173,00AD,89.99%,18,79.98%,100.00%,79.98%,79.98%,150.00%,255,00 08 00 00,8,8,410,38,5,8,64,33,1,10,1,0,200,200,200,100,100,100,100,100,50.00%,104.98%,1.98%,50.00%,50.00%,0.98%,4.98%,00 44 31 C7,0,0,0.00%,0.00%,0.00%,0.00%,-100.00%,9.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,2,Recovery Potion,Recovery Potion,The Protein,,50,30,,,00 01 00 09,56,250,00 00 78 DC,00 01 01 00,03 49 03 48,00 00 00 00,00 00 01 A9,02 02 01 01,03 E7 01 1C,00 00 01 00,,0,,No
Onion Ghost,174,00AE,89.99%,8,79.98%,100.00%,100.00%,100.00%,100.00%,150,00 7C 00 00,5,10,292,50,36,28,104,86,62,10,62,40,200,200,200,100,100,100,100,100,50.00%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,1,0,0.00%,0.00%,50.00%,0.00%,0.00%,9.99%,0.00%,-25.00%,14.99%,14.99%,14.99%,14.99%,14.99%,14.99%,100.00%,50.00%,0,0,1,Onion Seeds,Onion,Ghost Hood,,125,3,100,,00 00 00 50,128,600,00 00 DC 64,01 00 00 00,06 11 06 10,00 00 00 00,00 00 02 62,00 00 00 00,03 E7 01 2F,00 01 00 00,,0,,No
Shmooly,176,00B0,73.00%,10,100.00%,100.00%,100.00%,100.00%,73.00%,150,00 25 00 00,15,38,1515,150,120,130,515,277,180,20,215,125,264,211,265,105,105,100,100,150,0.00%,100.00%,0.00%,0.00%,100.00%,11.99%,9.99%,00 23 40 00,0,0,0.00%,9.99%,9.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,10,1,Wooly Furball,Clippers,Fur (S),Fur (M),15,20,80,30,00 01 00 3F,110,260,00 00 7F F8,00 00 00 00,05 3F 05 51,00 00 00 00,00 00 02 2E,02 02 01 01,01 18 00 E6,00 00 00 02,Fur (S),0,100.00%,Yes
Golem,177,00B1,109.99%,20,70.00%,70.00%,100.00%,70.00%,150.00%,240,00 26 00 00,0,86,5500,370,150,398,4200,490,352,20,500,190,267,200,280,110,100,150,50,105,98.00%,100.00%,0.00%,39.99%,0.00%,4.98%,75.00%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0,8,2,Silver,Gold,Golem Stone,Diamond,80,70,100,10,00 01 00 40,112,250,00 00 71 C0,00 02 00 00,05 53 05 52,00 00 00 00,00 00 02 31,01 01 01 01,01 A4 01 5B,02 00 02 00,,0,,No
???,178,00B2,109.99%,22,100.00%,100.00%,100.00%,100.00%,150.00%,180,00 3B 00 00,10,63,4120,450,100,120,1050,300,3,25,5,0,245,200,200,110,120,60,40,120,29.98%,100.00%,0.00%,29.98%,0.00%,0.98%,25.00%,00 4B 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,200.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,Mysterious Powder,Mysterious Powder,Mysterious Powder,,80,80,80,,00 01 00 12,65,0,00 00 00 00,01 02 01 00,03 9E 03 AF,00 00 00 00,00 00 01 CE,01 01 01 01,03 E7 02 53,00 00 02 00,,0,,No
Sechs Sorcerer,182,00B6,109.99%,11,79.98%,79.98%,100.00%,79.98%,120.00%,170,00 2A 00 00,7,65,9800,180,312,180,1500,328,300,20,248,430,176,200,176,100,105,90,100,95,29.98%,100.00%,0.00%,0.00%,0.00%,0.98%,4.98%,00 28 40 00,0,0,-100.00%,25.00%,25.00%,9.99%,9.99%,9.99%,0.00%,-100.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,,,,,140,100,10,40,00 01 00 0E,60,400,00 00 FF F0,01 00 01 02,03 73 03 72,00 00 00 00,00 00 01 BA,05 05 04 04,01 67 01 5B,00 02 00 00,,0,,No
Sechs Cat,183,00B7,109.99%,11,100.00%,129.98%,100.00%,95.00%,100.00%,170,00 2B 00 00,10,65,7800,300,180,188,1500,372,270,20,352,168,242,190,250,105,100,110,90,100,70.00%,100.00%,0.00%,29.98%,0.00%,5.98%,0.00%,00 28 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,20.00%,50.00%,50.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,,,,,,,,,00 01 00 8B,160,250,00 00 7F F8,00 00 01 00,06 5C 06 6D,00 00 00 00,00 00 02 78,02 02 01 01,01 67 01 5B,00 00 02 00,,0,,No
Fortoise,184,00B8,100.00%,20,89.99%,101.98%,103.98%,100.98%,200.00%,180,00 2C 00 00,1,90,1900,200,180,600,4500,560,550,2,600,68,250,161,300,95,100,190,10,40,95.00%,100.00%,0.00%,29.98%,0.00%,5.98%,98.00%,00 2D 40 00,0,0,-150.00%,50.00%,0.00%,0.00%,0.00%,0.00%,39.99%,0.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,0.00%,0,1,2,Blk. Tortoise Shell,Blk. Tortoise Shell,Silver,Gold,100,40,120,40,00 01 00 86,97,350,00 00 7F F8,00 00 00 01,04 BC 04 CF,00 00 00 00,00 00 02 07,01 01 01 01,01 A4 01 5B,03 00 00 00,,0,,No
Thunderbird,185,00B9,70.00%,8,134.99%,109.99%,100.00%,134.99%,89.99%,180,00 50 00 00,1,87,2560,351,382,204,3080,380,300,15,325,526,200,200,189,100,98,80,120,75,0.00%,100.00%,0.00%,0.00%,100.00%,1.98%,9.99%,00 23 40 00,1,0,0.00%,0.00%,-100.00%,79.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1,1,Thunderbird Feather,Thunderbird Feather,Branch,Branch,120,40,150,150,00 01 00 85,83,550,00 00 BF F4,00 00 02 01,04 49 04 5D,00 00 00 00,00 00 01 EC,03 02 01 01,01 A4 01 5B,00 02 00 00,Thunderbird Feather,0,31.37%,No
Mamadoodle,186,00BA,159.99%,24,100.00%,120.00%,100.00%,100.00%,179.98%,250,00 6D 00 00,20,37,4500,280,20,90,299,150,50,20,160,42,130,100,138,100,100,100,100,105,99.00%,100.00%,0.00%,0.00%,0.00%,2.98%,14.99%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1,1,Egg (S),Egg (M),Bird's Feather,Big Bird's Comb,200,150,150,120,00 00 00 41,113,0,00 00 00 00,00 00 00 00,05 66 05 65,00 00 00 00,00 00 02 34,00 00 00 00,01 67 03 55,00 00 00 03,Egg (S),0,100.00%,Yes
Mineral Squeek,187,00BB,70.00%,8,100.00%,100.00%,100.00%,100.00%,70.00%,140,00 51 00 00,15,125,4,1,1,0,30,1,1,20,0,0,200,200,200,100,100,100,100,0,0.00%,100.00%,0.00%,0.00%,100.00%,1.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,,,,,,,,,00 00 00 26,85,0,00 00 00 00,01 00 00 01,04 5F 04 70,00 00 00 00,00 00 01 F0,00 00 00 00,01 C0 01 44,00 00 00 00,,0,,No
Typhoon,188,00BC,139.99%,16,129.98%,109.99%,109.99%,150.00%,139.99%,210,00 2E 00 00,3,141,22000,888,150,500,8000,750,500,20,352,400,200,200,200,110,110,100,100,140,100.00%,100.00%,0.00%,0.00%,0.00%,14.99%,99.00%,00 38 40 00,0,0,0.00%,0.00%,0.00%,0.00%,-100.00%,200.00%,0.00%,0.00%,20.00%,50.00%,20.00%,20.00%,20.00%,20.00%,75.00%,29.98%,0,5,1,Mealy Apple,Mealy Apple,Devil Horn,Devil Blood,150,30,100,100,00 01 00 84,58,350,00 00 7F F8,01 01 01 01,03 5E 03 71,00 00 00 00,00 00 01 B0,04 04 02 02,03 E7 00 E6,00 03 03 00,,0,,No
Raccoon,189,00BD,89.99%,16,109.99%,100.00%,109.99%,120.00%,100.00%,100,00 A2 00 00,0,0,500,1,1,1,0,0,0,20,990,600,200,200,200,100,100,100,100,100,100.00%,100.00%,0.00%,0.00%,0.00%,1.98%,9.99%,00 14 40 00,0,0,0.00%,0.00%,29.98%,29.98%,0.00%,0.00%,0.00%,-25.00%,100.00%,95.00%,95.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,,,,,,,,,00 01 00 79,220,0,00 00 00 00,00 00 00 00,01 34 01 33,00 00 00 DD,00 00 00 F0,02 02 01 01,03 E7 02 D6,00 00 04 00,,0,,No
Green Dragon,190,00BE,150.00%,48,84.99%,84.99%,100.00%,95.00%,220.00%,200,00 2F 00 00,10,164,10000,820,550,400,10560,1580,1000,20,665,790,220,200,180,110,105,100,100,125,95.00%,100.00%,0.00%,29.98%,0.00%,1.98%,75.00%,00 2A 3C 71,0,0,9.99%,9.99%,-50.00%,200.00%,9.99%,-100.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,100.00%,50.00%,0,1,2,Dragon Fang,Dragon Scale,Dragon Scale,Small Crystal,180,120,10,1,00 01 00 42,114,250,00 00 7F F8,00 00 01 00,05 75 05 74,00 00 00 00,00 00 02 35,06 02 01 01,01 FF 02 D6,00 00 01 00,,0,,No
Red Dragon,191,00BF,150.00%,48,84.99%,89.99%,100.00%,95.00%,220.00%,200,00 30 00 00,0,249,18000,1100,700,900,18400,3000,2600,20,990,930,200,200,200,115,105,100,95,125,95.00%,100.00%,0.00%,29.98%,0.00%,1.98%,75.00%,00 2A 3C 71,0,0,200.00%,-50.00%,9.99%,9.99%,9.99%,-100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0,1,2,Dragon Fang,Crimson Scale,Crimson Scale,Small Crystal,150,120,10,1,00 01 00 65,114,0,00 00 00 00,00 00 01 00,05 75 05 87,00 00 00 00,00 00 02 35,04 02 01 01,01 FF 02 D6,00 00 04 00,,0,,No
Leoplicant,192,00C0,120.00%,11,100.00%,129.98%,100.00%,95.00%,100.00%,190,00 31 00 00,10,196,12577,1320,300,500,16299,2700,900,20,800,600,200,200,200,107,100,105,98,100,70.00%,100.00%,0.00%,29.98%,0.00%,4.98%,70.00%,00 28 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,20.00%,50.00%,50.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0,1,2,Fur,Quality Fur,Palm Claw,Malm Claw,100,100,100,100,00 01 00 66,160,0,00 00 00 00,00 00 01 00,06 5C 06 6D,00 00 00 00,00 00 02 78,02 02 01 01,01 FF 02 D6,00 00 04 00,,0,,No
Armed Ghost,193,00C1,100.00%,10,84.99%,125.00%,100.00%,150.00%,95.00%,160,00 32 00 00,0,159,6969,699,220,800,8900,920,990,20,660,120,200,180,220,100,100,110,90,100,39.99%,100.00%,0.00%,0.00%,75.00%,0.98%,84.99%,00 25 40 00,0,0,0.00%,0.00%,0.00%,0.00%,-50.00%,50.00%,29.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,Orichalcum,Broadsword,Small Shield,,10,50,50,,00 00 00 5C,48,0,00 00 00 00,01 00 00 00,FF FF 06 6F,00 00 00 00,00 00 02 A2,00 00 00 00,01 FF 02 D6,00 00 00 04,,0,,No
Flare Mage,194,00C2,100.00%,10,79.98%,79.98%,100.00%,79.98%,120.00%,160,00 33 00 00,7,158,8800,512,650,550,8680,1062,806,20,480,900,200,240,180,100,109,80,120,95,20.00%,100.00%,0.00%,0.00%,0.00%,0.98%,9.99%,00 23 40 00,0,0,25.00%,-100.00%,9.99%,9.99%,9.99%,9.99%,0.00%,-100.00%,0.00%,59.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,18,1,Magic,Magic Crystal,Small Crystal,Medicine Bread,60,100,7,60,00 01 00 0D,60,0,00 00 00 00,01 00 01 02,03 73 03 72,00 00 00 00,00 00 01 BA,0E 01 02 02,01 FF 02 D6,00 03 00 00,,0,,No
Ice Wizard,195,00C3,100.00%,10,79.98%,79.98%,100.00%,79.98%,120.00%,160,00 34 00 00,7,211,16000,580,1100,600,20500,4000,3700,20,600,2000,200,200,200,100,109,80,120,95,20.00%,100.00%,0.00%,0.00%,0.00%,0.98%,9.99%,00 23 40 00,0,0,-100.00%,25.00%,25.00%,9.99%,9.99%,9.99%,0.00%,-100.00%,100.00%,79.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,14,1,Magic,Magic Crystal,Small Crystal,Medicine Bread,60,100,9,60,00 01 00 0E,60,0,00 00 00 00,01 00 01 02,03 73 03 89,00 00 00 00,00 00 01 BA,0D 02 04 02,01 FF 02 D6,00 04 00 00,,0,,No
Elemental Emperor,196,00C4,129.98%,15,89.99%,89.99%,100.00%,89.99%,120.00%,160,00 35 00 00,7,237,21000,700,1250,600,25299,4500,4200,20,2200,3200,150,220,200,100,115,70,140,95,29.98%,100.00%,0.00%,0.00%,0.00%,0.98%,9.99%,00 23 40 00,0,0,9.99%,9.99%,9.99%,9.99%,25.00%,25.00%,0.00%,-100.00%,0.00%,89.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,12,1,Magic,Magic Crystal,Small Crystal,Medicine Bread,60,100,13,60,00 01 00 0F,60,0,00 00 00 00,01 01 01 02,03 73 03 8A,00 00 00 00,00 00 01 BA,10 02 06 02,01 FF 02 D6,00 05 00 00,,0,,No
Blue Dragon,197,00C5,150.00%,48,84.99%,84.99%,100.00%,95.00%,220.00%,200,00 36 00 00,10,249,25000,800,1200,690,29560,4700,4900,20,2750,2590,200,220,200,105,115,95,98,125,95.00%,100.00%,0.00%,29.98%,0.00%,1.98%,75.00%,00 2A 3C 71,0,0,-50.00%,200.00%,9.99%,9.99%,9.99%,-100.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,100.00%,50.00%,0,1,2,Dragon Fang,Blue Scale,Blue Scale,Small Crystal,150,120,10,1,00 01 00 87,114,250,00 00 7F F8,00 00 01 00,05 75 05 88,00 00 00 00,00 00 02 35,0A 02 01 01,01 FF 02 D6,00 00 04 00,,0,,No
Yellow Dragon,198,00C6,150.00%,48,84.99%,84.99%,100.00%,95.00%,220.00%,200,00 38 00 00,10,249,30000,900,800,1000,29560,5100,4500,20,3600,2400,200,200,220,105,103,112,100,128,95.00%,100.00%,0.00%,29.98%,0.00%,1.98%,75.00%,00 2A 3C 71,0,0,9.99%,9.99%,200.00%,-50.00%,9.99%,-100.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,100.00%,50.00%,0,1,2,Dragon Fang,Glitter Scale,Glitter Scale,Small Crystal,150,120,10,1,00 01 00 88,114,250,00 00 7F F8,00 00 01 00,05 75 05 89,00 00 00 00,00 00 02 35,09 02 01 01,01 FF 02 D6,00 00 04 00,,0,,No
Pink Dragon,199,00C7,139.99%,45,84.99%,84.99%,100.00%,95.00%,200.00%,200,00 39 00 00,10,249,40000,950,950,800,29560,6000,4300,20,1400,1650,200,200,200,118,105,90,90,128,95.00%,100.00%,0.00%,29.98%,0.00%,1.98%,75.00%,00 28 3C 71,0,0,14.99%,14.99%,14.99%,14.99%,14.99%,-50.00%,0.00%,200.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,100.00%,50.00%,0,1,2,Dragon Fang,Love Scale,Love Scale,,150,120,10,1,00 01 00 89,114,250,00 00 7F F8,00 00 01 00,05 75 05 8A,00 00 00 00,00 00 02 35,0C 02 01 01,01 FF 02 D6,04 00 00 00,,0,,No
Dead Tree 2,200,00C8,100.00%,42,150.00%,100.00%,100.00%,100.00%,400.00%,550,00 8E 00 00,0,299,80000,1000,1200,1000,50800,5800,4400,15,4000,4400,287,196,215,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,79.98%,00 4B 40 00,1,0,-100.00%,50.00%,50.00%,-10.01%,0.00%,0.00%,0.00%,25.00%,100.00%,100.00%,89.99%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Moving Branch,Moving Branch,Apple,Small Crystal,500,50,500,30,00 01 00 6E,200,0,00 00 00 00,00 00 00 00,00 02 00 01,00 00 00 00,00 00 00 7D,02 02 03 03,01 FF 03 2A,00 00 00 00,,350,,No
Dead Tree,201,00C9,100.00%,42,150.00%,100.00%,100.00%,100.00%,400.00%,550,00 8E 00 00,0,19,4649,95,65,38,800,127,115,15,98,78,227,196,200,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,79.98%,00 4B 40 00,1,0,-200.00%,50.00%,50.00%,-10.01%,0.00%,0.00%,0.00%,25.00%,100.00%,100.00%,89.99%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Moving Branch,Apple,Apple,Apple Tree Seeds,1,50,500,30,00 01 00 6E,200,0,00 00 00 00,00 00 00 00,00 02 00 01,00 00 00 00,00 00 00 7D,02 02 03 03,00 BD 01 0F,00 00 00 00,,350,,No
Octopirate 2,202,00CA,100.00%,25,150.00%,125.00%,100.00%,100.00%,400.00%,300,00 8F 00 00,0,249,42000,800,800,1080,36000,1900,1780,5,700,980,191,175,233,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,2.98%,89.99%,00 32 40 00,1,0,200.00%,200.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Ammonite,Ammonite,Fish Fossil,Vital Gummi,700,200,400,80,00 01 00 6F,202,0,00 00 00 00,00 00 00 00,00 16 00 15,00 00 00 00,00 00 00 84,03 03 01 01,01 FF 02 D6,00 00 00 00,,150,,No
Octopirate,203,00CB,89.99%,22,150.00%,125.00%,100.00%,100.00%,400.00%,280,00 8F 00 00,0,84,12960,320,280,310,700,380,350,5,288,200,230,200,198,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,1.98%,29.98%,00 2D 40 00,1,0,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Ammonite,Ammonite,Fish Fossil,Vital Gummi,7,1,400,80,00 01 00 6F,202,0,00 00 00 00,00 00 00 00,00 16 00 15,00 00 00 00,00 00 00 84,03 03 01 01,03 E7 00 A1,00 00 00 00,,150,,No
Bane Dragon,204,00CC,100.00%,50,70.00%,109.99%,100.00%,70.00%,400.00%,240,00 90 00 00,0,239,40000,900,880,800,35000,1500,1000,15,500,800,202,196,201,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,89.99%,00 50 40 00,1,0,0.00%,0.00%,-10.01%,200.00%,0.00%,0.00%,0.00%,0.00%,99.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Electro Crystal,Electro Crystal,Vital Gummi,,600,150,80,,00 01 00 70,204,0,00 00 00 00,00 00 00 00,00 2B 00 2A,00 00 00 00,00 00 00 8B,05 01 01 01,01 FF 02 D6,00 00 00 00,,0,,No
Crystal Mammoth 2,205,00CD,100.00%,40,70.00%,79.98%,70.00%,79.98%,450.00%,370,00 92 00 00,0,254,44000,1000,650,1050,40000,3180,2150,20,1400,1200,206,162,131,118,118,150,50,150,100.00%,100.00%,100.00%,100.00%,0.00%,1.98%,89.99%,00 42 40 00,1,0,-10.01%,200.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,98.00%,100.00%,89.99%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Icy Nose,Diamond,Diamond,Quality Fur,500,150,50,50,00 01 00 71,205,0,00 00 00 00,00 00 00 00,00 3E 00 3D,00 00 00 00,00 00 00 91,06 06 01 01,01 FF 02 D6,00 00 00 00,,250,,No
Crystal Mammoth,206,00CE,79.98%,36,70.00%,79.98%,70.00%,79.98%,300.00%,340,00 91 00 00,0,104,10775,464,376,284,1800,500,450,20,500,300,218,145,235,118,118,150,50,150,100.00%,100.00%,100.00%,100.00%,0.00%,0.98%,29.98%,00 3C 40 00,1,0,-25.00%,200.00%,9.99%,0.00%,0.00%,0.00%,0.00%,0.00%,98.00%,100.00%,89.99%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Icy Nose,Diamond,Diamond,Quality Fur,8,300,500,250,00 01 00 71,205,0,00 00 00 00,00 00 00 00,00 3E 00 3D,00 00 00 00,00 00 00 91,06 06 01 01,03 E7 02 92,00 00 00 00,,100,,No
Greater Demon 2,207,00CF,150.00%,38,79.98%,100.00%,100.00%,100.00%,320.00%,240,00 93 00 00,0,289,50000,1100,1000,1000,38000,5600,4000,30,2500,3290,232,180,248,118,118,100,100,150,100.00%,150.00%,100.00%,100.00%,0.00%,6.98%,79.98%,00 41 31 C7,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,95.00%,99.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Chest Hair,Quality Fur,Fur,Fur,500,150,100,50,00 01 00 72,207,0,00 00 00 00,00 00 00 00,00 53 00 52,00 00 00 00,00 00 00 99,02 02 01 01,01 FF 03 2A,00 00 00 00,,200,,No
Greater Demon,208,00D0,129.98%,32,79.98%,100.00%,100.00%,100.00%,320.00%,220,00 93 00 00,0,59,9820,250,240,160,550,300,280,30,256,180,238,200,200,118,118,100,100,150,100.00%,150.00%,100.00%,100.00%,0.00%,1.98%,9.99%,00 3C 31 C7,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Chest Hair,Quality Fur,Fur,Fur,9,150,100,50,00 01 00 72,207,0,00 00 00 00,00 00 00 00,00 53 00 52,00 00 00 00,00 00 00 99,02 02 01 01,03 E7 00 A1,00 00 00 00,,200,,No
Chimera 2,209,00D1,120.00%,35,95.00%,120.00%,120.00%,79.98%,300.00%,200,00 94 00 00,0,304,80000,1300,1000,1000,53800,6000,4600,5,3800,5000,229,150,220,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,89.99%,00 3C 31 C7,1,0,200.00%,200.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Chimera Tail,Chimera's Claw,Devil Blood,,500,150,50,,00 01 00 73,209,0,00 00 00 00,00 00 00 00,00 67 00 66,00 00 00 00,00 00 00 A3,02 02 01 01,01 FF 03 2A,00 00 00 00,,0,,No
Chimera,210,00D2,89.99%,26,95.00%,109.99%,109.99%,100.00%,225.00%,170,00 94 00 00,0,19,4989,88,78,36,960,146,120,5,102,85,200,194,186,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,2.98%,9.99%,00 32 31 C7,1,0,29.98%,29.98%,-15.01%,-15.01%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Chimera Tail,Quality Fur,Devil Blood,Chimera's Claw,1,120,2,500,00 01 00 73,209,0,00 00 00 00,00 00 00 00,00 67 00 66,00 00 00 00,00 00 00 A3,02 02 01 01,00 AF 01 1C,00 00 00 00,,200,,No
G Golem,211,00D3,179.98%,40,75.00%,159.99%,79.98%,150.00%,300.00%,350,00 95 00 00,0,314,70000,2000,400,1000,58000,5000,4800,10,7000,2500,215,176,207,130,118,120,80,150,100.00%,150.00%,0.00%,100.00%,0.00%,9.99%,95.00%,00 48 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,-10.01%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,1,2,Tablet of Truth,Golem Tablet,Platinum,Diamond,600,50,200,300,00 01 00 74,211,0,00 00 00 00,00 00 00 00,00 7B 00 7A,00 00 00 00,00 00 00 AC,04 04 02 02,01 FF 03 2A,00 00 00 00,,500,,No
